"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-24 16:00","2021","11","24","16:00","7.1","","2.6","","73","","0.0","","26","","12","","","","102.31","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-24 17:00","2021","11","24","17:00","6.5","","2.8","","77","","0.0","","25","","11","","","","102.29","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-24 18:00","2021","11","24","18:00","5.5","","3.1","","85","","0.0","","36","","2","","","","102.28","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-24 19:00","2021","11","24","19:00","4.7","","3.2","","90","","0.0","","0","","1","","","","102.25","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-24 20:00","2021","11","24","20:00","4.1","","3.4","","95","","0.0","","0","","1","","","","102.28","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-24 21:00","2021","11","24","21:00","4.7","","3.7","","93","","0.0","","","","0","","","","102.26","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-24 22:00","2021","11","24","22:00","5.2","","4.0","","93","","0.8","","21","","11","","","","102.21","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-24 23:00","2021","11","24","23:00","5.0","","4.2","","95","","0.3","","22","","11","","","","102.20","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-25 00:00","2021","11","25","00:00","5.1","","4.1","","94","","0.2","","23","","11","","","","102.14","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-25 01:00","2021","11","25","01:00","5.2","","3.8","","90","","0.1","","21","","9","","","","102.08","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-25 02:00","2021","11","25","02:00","4.6","","4.0","","96","","0.0","","25","","4","","","","102.01","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-25 03:00","2021","11","25","03:00","4.8","","4.0","","95","","0.3","","24","","7","","","","102.01","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-25 04:00","2021","11","25","04:00","4.8","","3.8","","93","","0.8","","25","","9","","","","101.91","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-25 05:00","2021","11","25","05:00","4.4","","3.9","","97","","0.9","","25","","11","","","","101.88","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-25 06:00","2021","11","25","06:00","4.2","","3.5","","95","","1.9","","28","","3","","","","101.78","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-25 07:00","2021","11","25","07:00","4.0","","3.4","","96","","1.8","","24","","7","","","","101.78","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-25 08:00","2021","11","25","08:00","3.9","","3.5","","97","","2.0","","23","","2","","","","101.74","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-25 09:00","2021","11","25","09:00","4.0","","3.6","","97","","0.2","","25","","2","","","","101.67","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-25 10:00","2021","11","25","10:00","4.0","","3.7","","97","","2.4","","21","","1","","","","101.69","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-25 11:00","2021","11","25","11:00","4.3","","3.8","","97","","1.9","","","","0","","","","101.64","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-25 12:00","2021","11","25","12:00","4.4","","4.0","","97","","2.6","","1","","1","","","","101.62","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-25 13:00","2021","11","25","13:00","4.5","","3.9","","96","","4.0","","22","","9","","","","101.62","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-25 14:00","2021","11","25","14:00","4.4","","4.0","","97","","3.6","","0","","1","","","","101.60","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-25 15:00","2021","11","25","15:00","4.4","","4.1","","98","","3.0","","9","","7","","","","101.52","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-25 16:00","2021","11","25","16:00","4.4","","4.1","","98","","1.3","","32","","1","","","","101.50","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-25 17:00","2021","11","25","17:00","4.3","","4.1","","98","","0.8","","6","","3","","","","101.43","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-25 18:00","2021","11","25","18:00","4.4","","4.1","","98","","0.2","","23","","9","","","","101.47","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-25 19:00","2021","11","25","19:00","4.5","","4.1","","97","","0.5","","26","","6","","","","101.44","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-25 20:00","2021","11","25","20:00","4.6","","4.2","","98","","1.6","","24","","4","","","","101.48","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-25 21:00","2021","11","25","21:00","4.5","","4.2","","98","","2.4","","","","0","","","","101.50","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-25 22:00","2021","11","25","22:00","4.5","","4.2","","98","","0.5","","0","","1","","","","101.44","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-25 23:00","2021","11","25","23:00","4.6","","4.3","","98","","0.4","","23","","14","","","","101.40","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-26 00:00","2021","11","26","00:00","4.7","","4.4","","98","","0.1","","24","","15","","","","101.31","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-26 01:00","2021","11","26","01:00","5.0","","4.6","","97","","0.1","","27","","14","","","","101.25","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-26 02:00","2021","11","26","02:00","5.0","","4.7","","98","","1.0","","27","","12","","","","101.22","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-26 03:00","2021","11","26","03:00","5.2","","4.8","","98","","1.2","","24","","13","","","","101.21","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-26 04:00","2021","11","26","04:00","6.0","","5.3","","95","","2.2","","24","","18","","","","101.22","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-26 05:00","2021","11","26","05:00","7.0","","6.3","","95","","1.8","","21","","15","","","","101.23","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-26 06:00","2021","11","26","06:00","7.6","","6.6","","93","","2.2","","19","","14","","","","101.30","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-26 07:00","2021","11","26","07:00","7.9","","6.9","","93","","0.2","","22","","8","","","","101.32","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-26 08:00","2021","11","26","08:00","8.6","","7.5","","93","","0.0","","21","","8","","","","101.38","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-26 09:00","2021","11","26","09:00","8.8","","7.7","","93","","0.1","","26","","16","","","","101.47","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-26 10:00","2021","11","26","10:00","8.8","","7.9","","94","","1.6","","26","","16","","","","101.53","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-26 11:00","2021","11","26","11:00","9.4","","8.1","","91","","1.6","","28","","18","","","","101.57","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-26 12:00","2021","11","26","12:00","9.9","","7.9","","88","","0.0","","28","","16","","","","101.61","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-26 13:00","2021","11","26","13:00","9.9","","8.0","","88","","0.0","","29","","16","","","","101.67","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-26 14:00","2021","11","26","14:00","10.3","","7.6","","83","","0.0","","29","","14","","","","101.69","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-26 15:00","2021","11","26","15:00","10.3","","7.1","","80","","0.0","","28","","13","","","","101.70","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-26 16:00","2021","11","26","16:00","9.9","","7.0","","82","","0.0","","27","","8","","","","101.77","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-26 17:00","2021","11","26","17:00","9.3","","6.5","","83","","0.0","","23","","10","","","","101.79","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-26 18:00","2021","11","26","18:00","8.2","","6.2","","87","","0.0","","22","","9","","","","101.80","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-26 19:00","2021","11","26","19:00","7.6","","5.8","","88","","0.1","","23","","1","","","","101.80","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-26 20:00","2021","11","26","20:00","6.7","","5.6","","93","","0.0","","8","","3","","","","101.83","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-26 21:00","2021","11","26","21:00","6.7","","5.3","","91","","0.0","","4","","8","","","","101.82","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-26 22:00","2021","11","26","22:00","6.1","","5.4","","95","","0.0","","8","","9","","","","101.82","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-26 23:00","2021","11","26","23:00","5.7","","4.9","","95","","0.0","","7","","6","","","","101.83","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-27 00:00","2021","11","27","00:00","5.4","","4.9","","96","","0.0","","3","","3","","","","101.89","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-27 01:00","2021","11","27","01:00","5.6","","5.1","","97","","0.0","","7","","4","","","","101.88","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-27 02:00","2021","11","27","02:00","5.6","","4.9","","95","","0.0","","7","","8","","","","101.84","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-27 03:00","2021","11","27","03:00","4.9","","4.4","","96","","0.0","","9","","13","","","","101.76","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-27 04:00","2021","11","27","04:00","4.4","","4.0","","97","","0.0","","8","","8","","","","101.73","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-27 05:00","2021","11","27","05:00","4.5","","4.1","","97","","0.0","","9","","13","","","","101.69","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-27 06:00","2021","11","27","06:00","4.6","","3.8","","95","","0.0","","10","","18","","","","101.53","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-27 07:00","2021","11","27","07:00","4.7","","4.1","","96","","0.0","","9","","12","","","","101.44","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-27 08:00","2021","11","27","08:00","4.9","","4.1","","95","","0.0","","9","","13","","","","101.42","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-27 09:00","2021","11","27","09:00","5.1","","4.4","","96","","0.3","","10","","12","","","","101.41","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-27 10:00","2021","11","27","10:00","5.1","","4.6","","97","","0.9","","8","","13","","","","101.39","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-27 11:00","2021","11","27","11:00","5.7","","5.1","","96","","0.7","","9","","13","","","","101.30","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-27 12:00","2021","11","27","12:00","6.1","","5.6","","97","","0.6","","10","","17","","","","101.21","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-27 13:00","2021","11","27","13:00","6.5","","5.7","","95","","0.8","","9","","12","","","","101.18","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-27 14:00","2021","11","27","14:00","6.3","","5.8","","96","","1.5","","9","","17","","","","101.10","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-27 15:00","2021","11","27","15:00","6.7","","6.0","","95","","1.0","","10","","20","","","","100.97","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-27 16:00","2021","11","27","16:00","6.6","","5.9","","95","","1.0","","10","","15","","","","100.82","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-27 17:00","2021","11","27","17:00","6.6","","5.9","","95","","0.8","","11","","14","","","","100.72","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-27 18:00","2021","11","27","18:00","6.5","","6.0","","97","","1.1","","6","","4","","","","100.72","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-27 19:00","2021","11","27","19:00","6.3","","6.0","","98","","2.7","","10","","11","","","","100.67","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-27 20:00","2021","11","27","20:00","6.4","","6.1","","98","","3.9","","9","","12","","","","100.64","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-27 21:00","2021","11","27","21:00","6.3","","6.0","","98","","4.4","","3","","4","","","","100.66","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-27 22:00","2021","11","27","22:00","6.4","","6.2","","98","","4.0","","9","","5","","","","100.71","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-27 23:00","2021","11","27","23:00","6.3","","6.1","","98","","6.2","","2","","2","","","","100.69","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-28 00:00","2021","11","28","00:00","6.5","","6.3","","98","","5.2","","5","","2","","","","100.65","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-28 01:00","2021","11","28","01:00","6.5","","6.3","","99","","4.6","","35","","4","","","","100.61","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-28 02:00","2021","11","28","02:00","6.8","","6.6","","99","","3.4","","14","","4","","","","100.69","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-28 03:00","2021","11","28","03:00","7.0","","6.8","","99","","5.1","","6","","2","","","","100.71","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-28 04:00","2021","11","28","04:00","7.1","","7.0","","99","","5.3","","11","","3","","","","100.78","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-28 05:00","2021","11","28","05:00","7.7","","7.6","","99","","9.1","","5","","4","","","","100.77","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-28 06:00","2021","11","28","06:00","12.4","","12.2","","99","","7.7","","26","","16","","","","100.78","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-28 07:00","2021","11","28","07:00","12.3","","11.5","","95","","7.3","","23","","13","","","","100.77","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-28 08:00","2021","11","28","08:00","13.0","","11.8","","92","","7.4","","22","","13","","","","100.80","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-28 09:00","2021","11","28","09:00","12.3","","11.4","","94","","6.6","","22","","11","","","","100.85","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-28 10:00","2021","11","28","10:00","12.6","","11.6","","94","","8.1","","22","","13","","","","100.95","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-28 11:00","2021","11","28","11:00","12.6","","11.2","","91","","6.5","","28","","23","","","","100.99","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-28 12:00","2021","11","28","12:00","12.3","","10.2","","87","","6.4","","29","","20","","","","101.05","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-28 13:00","2021","11","28","13:00","11.8","","10.8","","94","","7.7","","28","","16","","","","101.08","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-28 14:00","2021","11","28","14:00","11.4","","10.6","","95","","5.7","","23","","12","","","","101.10","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-28 15:00","2021","11","28","15:00","11.3","","10.6","","96","","5.0","","25","","11","","","","101.16","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-28 16:00","2021","11","28","16:00","11.2","","10.6","","96","","4.5","","23","","7","","","","101.22","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-28 17:00","2021","11","28","17:00","11.0","","10.6","","97","","3.4","","26","","7","","","","101.29","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-28 18:00","2021","11","28","18:00","11.3","","10.4","","94","","2.6","","26","","11","","","","101.33","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-28 19:00","2021","11","28","19:00","11.0","","10.4","","96","","0.5","","23","","9","","","","101.38","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-28 20:00","2021","11","28","20:00","10.7","","10.0","","95","","0.5","","21","","7","","","","101.41","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-28 21:00","2021","11","28","21:00","10.7","","10.1","","96","","0.0","","23","","8","","","","101.44","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-28 22:00","2021","11","28","22:00","10.8","","10.0","","95","","0.1","","23","","8","","","","101.47","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-28 23:00","2021","11","28","23:00","11.2","","10.3","","94","","2.2","","23","","11","","","","101.50","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-29 00:00","2021","11","29","00:00","11.8","","9.8","","88","","0.4","","21","","12","","","","101.51","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-29 01:00","2021","11","29","01:00","11.1","","9.7","","91","","0.1","","21","","10","","","","101.53","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-29 02:00","2021","11","29","02:00","11.8","","8.8","","82","","1.2","","22","","9","","","","101.57","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-29 03:00","2021","11","29","03:00","10.1","","9.3","","95","","4.1","","8","","5","","","","101.58","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-29 04:00","2021","11","29","04:00","9.7","","9.2","","97","","3.8","","6","","5","","","","101.58","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-29 05:00","2021","11","29","05:00","9.6","","9.0","","96","","5.1","","24","","3","","","","101.56","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-29 06:00","2021","11","29","06:00","9.1","","8.7","","98","","2.8","","6","","3","","","","101.59","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-29 07:00","2021","11","29","07:00","9.3","","9.0","","98","","2.6","","26","","8","","","","101.67","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-29 08:00","2021","11","29","08:00","9.5","","8.5","","93","","1.6","","4","","3","","","","101.75","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-29 09:00","2021","11","29","09:00","9.1","","8.5","","96","","0.6","","32","","4","","","","101.85","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-29 10:00","2021","11","29","10:00","9.0","","8.5","","97","","1.5","","2","","3","","","","101.88","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-29 11:00","2021","11","29","11:00","9.4","","8.7","","96","","0.1","","28","","4","","","","101.88","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-29 12:00","2021","11","29","12:00","10.0","","9.1","","94","","0.0","","14","","3","","","","101.80","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-29 13:00","2021","11","29","13:00","10.0","","9.3","","95","","0.8","","26","","2","","","","101.80","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-29 14:00","2021","11","29","14:00","9.9","","9.3","","96","","1.3","","29","","2","","","","101.79","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-29 15:00","2021","11","29","15:00","9.8","","9.3","","97","","0.2","","28","","2","","","","101.79","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-29 16:00","2021","11","29","16:00","9.5","","9.1","","97","","0.0","","27","","5","","","","101.72","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-29 17:00","2021","11","29","17:00","9.2","","9.0","","98","","0.7","","30","","4","","","","101.62","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-29 18:00","2021","11","29","18:00","9.8","","9.4","","97","","0.0","","24","","8","","","","101.61","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-29 19:00","2021","11","29","19:00","10.9","","9.4","","91","","0.0","","24","","10","","","","101.54","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-29 20:00","2021","11","29","20:00","11.4","","9.5","","88","","0.0","","23","","11","","","","101.46","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-29 21:00","2021","11","29","21:00","12.1","","9.1","","82","","0.0","","28","","19","","","","101.40","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-29 22:00","2021","11","29","22:00","12.4","","9.1","","80","","0.0","","28","","19","","","","101.47","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-29 23:00","2021","11","29","23:00","12.6","","9.3","","81","","0.0","","26","","20","","","","101.34","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-30 00:00","2021","11","30","00:00","12.8","","9.4","","80","","0.0","","26","","18","","","","101.34","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-30 01:00","2021","11","30","01:00","12.4","","10.3","","87","","0.7","","28","","21","","","","101.21","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-30 02:00","2021","11","30","02:00","12.4","","10.3","","87","","7.8","","27","","27","","","","101.20","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-30 03:00","2021","11","30","03:00","10.8","","9.9","","94","","8.0","","22","","14","","","","101.24","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-30 04:00","2021","11","30","04:00","10.8","","9.0","","88","","12.2","","27","","31","","","","101.25","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-30 05:00","2021","11","30","05:00","9.9","","8.6","","92","","7.3","","27","","25","","","","101.20","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-30 06:00","2021","11","30","06:00","9.7","","8.6","","93","","6.8","","28","","18","","","","101.23","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-30 07:00","2021","11","30","07:00","9.8","","8.9","","94","","7.1","","28","","17","","","","101.29","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-30 08:00","2021","11","30","08:00","9.6","","8.9","","95","","5.4","","25","","12","","","","101.35","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-30 09:00","2021","11","30","09:00","9.5","","8.6","","94","","4.9","","22","","9","","","","101.41","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-30 10:00","2021","11","30","10:00","9.5","","8.7","","94","","2.8","","21","","12","","","","101.42","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-30 11:00","2021","11","30","11:00","9.9","","8.9","","93","","1.1","","28","","16","","","","101.40","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-30 12:00","2021","11","30","12:00","10.1","","8.7","","91","","0.3","","26","","17","","","","101.31","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-30 13:00","2021","11","30","13:00","10.0","","8.4","","90","","0.4","","27","","18","","","","101.27","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-30 14:00","2021","11","30","14:00","9.9","","8.4","","90","","0.4","","28","","18","","","","101.27","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-30 15:00","2021","11","30","15:00","9.9","","8.5","","91","","0.5","","29","","22","","","","101.32","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-30 16:00","2021","11","30","16:00","9.9","","8.7","","92","","0.5","","29","","23","","","","101.34","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-30 17:00","2021","11","30","17:00","10.4","","8.8","","89","","0.1","","28","","23","","","","101.34","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-30 18:00","2021","11","30","18:00","10.3","","9.2","","93","","0.9","","28","","19","","","","101.42","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-30 19:00","2021","11","30","19:00","10.3","","9.2","","93","","1.3","","26","","21","","","","101.39","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-30 20:00","2021","11","30","20:00","10.4","","9.4","","94","","1.2","","28","","20","","","","101.38","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-30 21:00","2021","11","30","21:00","10.6","","9.6","","93","","1.9","","26","","23","","","","101.40","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-30 22:00","2021","11","30","22:00","10.7","","9.9","","95","","1.8","","27","","16","","","","101.40","","","","","","NA"
"-121.49","49.37","HOPE AIRPORT","1113543","2021-11-30 23:00","2021","11","30","23:00","10.5","","9.9","","96","","3.3","","22","","17","","","","101.37","","","","","","NA"
